#compound_ID,Exp_label(HGMMS/HGMMI),chemical_name,SMILES,reaction_type,direct_metabolite,final_metabolite,reference_year_month,reference_title,DOI
TS0105,HGMMS,ranitidine,CNC(=C[N+](=O)[O-])NCCSCc1ccc(C[N](C)C)o1,unknown,NONE,NONE,2019/06,Mapping human microbiome drug metabolism by gut bacteria and their genes,10.1038/s41586-019-1291-3
TS0106,HGMMS,rebamipide,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)[O])c1ccc(Cl)cc1,unknown,NONE,NONE,2019/06,Mapping human microbiome drug metabolism by gut bacteria and their genes,10.1038/s41586-019-1291-3
TS0107,HGMMS,rizatriptan benzoate,C[N](C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,unknown,NONE,NONE,2019/06,Mapping human microbiome drug metabolism by gut bacteria and their genes,10.1038/s41586-019-1291-3
TS0108,HGMMS,roxatidine acetate,CC(=O)OCC(=O)NCCCOc1cccc(C[N]2CCCCC2)c1,unknown,NONE,NONE,2019/06,Mapping human microbiome drug metabolism by gut bacteria and their genes,10.1038/s41586-019-1291-3
TS0109,HGMMS,sulfinpyrazone,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,reduction,O=C(C(CCSC1=CC=CC=C1)C(N2C3=CC=CC=C3)=O)N2C4=CC=CC=C4,NONE,1984/09,Role of the gut flora in the reduction of sulfinpyrazone in humans,PMID: 6470977
TS0110,HGMMS,sulpiride,CC[N]1CCC(CNC(=O)c2cc(S(N)(=O)=O)ccc2OC)C1,unknown,NONE,NONE,2019/06,Mapping human microbiome drug metabolism by gut bacteria and their genes,10.1038/s41586-019-1291-3
TS0111,HGMMS,tacrolimus,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,reduction,C=CCC1C=C(CC(CC(C2OC(C(C(N3CCCCC3C(OC(C(C(CC1=O)O)C)C(C)=CC4CCC(C(C4)OC)O)=O)=O)O)(C(CC2OC)C)O)OC)C)C,NONE,2019/03,Commensal Gut Bacteria Convert the Immunosuppressant Tacrolimus to Less Potent Metabolites,10.1124/dmd.118.084772
TS0112,HGMMS,tenatoprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=CC(=N3)OC,unknown,NONE,NONE,2019/06,Mapping human microbiome drug metabolism by gut bacteria and their genes,10.1038/s41586-019-1291-3
TS0113,HGMMS,thiothixene,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCN1CC[N](C)CC1)c1ccccc1S2,unknown,NONE,NONE,2019/06,Mapping human microbiome drug metabolism by gut bacteria and their genes,10.1038/s41586-019-1291-3
TS0114,HGMMS,tranilast,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)[O])cc1OC,unknown,NONE,NONE,2019/06,Mapping human microbiome drug metabolism by gut bacteria and their genes,10.1038/s41586-019-1291-3
TS0115,HGMMS,trimebutine maleate,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,unknown,NONE,NONE,2019/06,Mapping human microbiome drug metabolism by gut bacteria and their genes,10.1038/s41586-019-1291-3
TS0116,HGMMS,trimetazidine dihydrochloride,COc1ccc(CN2CC[N]CC2)c(OC)c1OC,unknown,NONE,NONE,2019/06,Mapping human microbiome drug metabolism by gut bacteria and their genes,10.1038/s41586-019-1291-3
TS0117,HGMMS,valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,unknown,NONE,NONE,2019/06,Mapping human microbiome drug metabolism by gut bacteria and their genes,10.1038/s41586-019-1291-3
TS0118,HGMMS,vilazodone,N#Cc1ccc2[nH]cc(CCCC[N]3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,unknown,NONE,NONE,2019/06,Mapping human microbiome drug metabolism by gut bacteria and their genes,10.1038/s41586-019-1291-3
TS0119,HGMMS,vinpocetine,CCOC(=O)C1=CC2(CC)CCC[N]3CCc4c(n1c1ccccc41)C32,unknown,NONE,NONE,2019/06,Mapping human microbiome drug metabolism by gut bacteria and their genes,10.1038/s41586-019-1291-3
TS0120,HGMMS,Sulindac,CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)/C1=C\C3=CC=C(S(C)=O)C=C3,reduction,CC1=C(C2=C(/C1=C\C3=CC=C(C=C3)SC)C=CC(F)=C2)CC(O)=O,NONE,1987/06,The reduction of sulphinpyrazone and sulindac by intestinal bacteria,10.3109/00498258709043976
TS0121,HGMMS,Digoxin,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,reduction,C[C@@H]1[C@@H](O)[C@@H](O)C[C@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](C)O[C@@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@@]7(C)[C@]6(O)CC[C@@H]7[C@H]8CC(OC8)=O)C4)C[C@@H]3O)C[C@@H]2O)O1,NONE,1982/08,Metabolism of digoxin and absorption site.,10.1111/j.1365-2125.1982.tb01976.x
TS0122,HGMMS,Sorivudine,C1=C(C(=O)NC(=O)N1[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O)/C=C/Br,hydrolysis,C1=C(C(=O)NC(=O)N1)/C=C/Br,NONE,1997/02,Intestinal anaerobic bacteria hydrolyse sorivudine producing the high blood concentration of 5-(E)-(2-bromovinyl)uracil that increases the level and toxicity of 5-fluorouracil,10.1097/00008571-199702000-00005
TS0123,HGMMS,Lactulose,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O,unknown,NONE,NONE,1969/08,Lactulose in the treatment of chronic portal-systemic encephalopathy. A double-blind clinical trial,10.1056/NEJM196908212810803
TS0124,HGMMS,Levodopa,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,decarboxylation,NCCC1=CC(O)=C(O)C=C1,NONE,2019/06,Discovery and inhibition of an interspecies gut bacterial pathway for Levodopa metabolism,10.1126/science.aau6323
TS0125,HGMMS,Flucytosine,C1=NC(=O)NC(=C1F)N,hydrolysis,C1=C(C(=O)NC(=O)N1)F,NONE,2003/05,An in vitro study on the active conversion of flucytosine to fluorouracil by microorganisms in the human intestinal microflora,10.1159/000069784
TS0126,HGMMS,Lovastatin,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,hydrolysis,O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@@H]3C[C@@H](O)CC(O3)=O)[C@@H](C)C=C2,CC[C@@H](C(O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H](C)C=C2)=O)C,2014/09,Gut microbiota-mediated drug interactions between lovastatin and antibiotics,10.1124/dmd.114.058354
TS0127,HGMMS,Nicotine N-oxide,C[N+]1(CCCC1C2=CN=CC=C2)[O-],reduction,CN1CCC[C@H]1C2=CN=CC=C2,NONE,1970/09,Absorption of (-)-nicotine-l-N-oxide in man and its reduction in the gastrointestinal tract,10.1111/j.2042-7158.1970.tb12767.x
TS0128,HGMMS,Loperamide N-oxide,CN(C)C(=O)C(CC[N+]1(CCC(CC1)(C2=CC=C(C=C2)Cl)O)[O-])(C3=CC=CC=C3)C4=CC=CC=C4,reduction,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,NONE,1995/03,Reduction of the prodrug loperamide oxide to its active drug loperamide in the gut of rats dogs and humans,PMID: 7628301
TS0129,HGMMS,Brilliant Black,CC(=O)NC1=C2C(=C(C=C1)S(=O)(=O)[O-])C=C(C(=C2O)N=NC3=C4C=C(C=CC4=C(C=C3)N=NC5=CC=C(C=C5)S(=O)(=O)[O-])S(=O)(=O)[O])S(=O)(=O)[O],unknown,NONE,NONE,2019/04,Azoreductase activity of dye-decolorizing bacteria isolated from the human gut microbiota,10.1038/s41598-019-41894-8
TS0130,HGMMS,Sunset Yellow,C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O])O)S(=O)(=O)[O],unknown,NONE,NONE,2019/04,Azoreductase activity of dye-decolorizing bacteria isolated from the human gut microbiota,10.1038/s41598-019-41894-8
TS0131,HGMMS,Tartrazine,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O])C(=O)[O])S(=O)(=O)[O],unknown,NONE,NONE,2019/04,Azoreductase activity of dye-decolorizing bacteria isolated from the human gut microbiota,10.1038/s41598-019-41894-8
TS0132,HGMMS,Allura Red,CC1=CC(=C(C=C1S(=O)(=O)[O-])OC)N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O])O,unknown,NONE,NONE,1978/03,Reduction of azo dyes by intestinal anaerobes,10.1128/aem.35.3.558-562.1978
TS0133,HGMMS,methyl orange,CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)[O],unknown,NONE,NONE,1978/03,Reduction of azo dyes by intestinal anaerobes,10.1128/aem.35.3.558-562.1978
TS0134,HGMMS,ponceau SX,CC1=CC(=C(C=C1N=NC2=C(C3=CC=CC=C3C(=C2)S(=O)(=O)[O])O)S(=O)(=O)[O])C,unknown,NONE,NONE,1978/03,Reduction of azo dyes by intestinal anaerobes,10.1128/aem.35.3.558-562.1978
TS0135,HGMMS,Sudan I,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O,reduction,NC1=C(O)C=CC2=CC=CC=C21,NC1=CC=CC=C1,2007/12,Anaerobic metabolism of 1-amino-2-naphthol-based azo dyes (Sudan dyes) by human intestinal microflora,10.1128/AEM.01410-07
TS0136,HGMMS,Sudan II,CC1=CC(=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O)C,reduction,NC1=C(O)C=CC2=CC=CC=C21,CC1=CC(C)=C(N)C=C1,2007/12,Anaerobic metabolism of 1-amino-2-naphthol-based azo dyes (Sudan dyes) by human intestinal microflora,10.1128/AEM.01410-07
TS0137,HGMMS,Sudan III,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N=NC3=C(C=CC4=CC=CC=C43)O,reduction,NC1=C(O)C=CC2=CC=CC=C21,NC1=CC=C(N)C=C1,2007/12,Anaerobic metabolism of 1-amino-2-naphthol-based azo dyes (Sudan dyes) by human intestinal microflora,10.1128/AEM.01410-07
TS0138,HGMMS,Sudan IV,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N=NC3=C(C=CC4=CC=CC=C43)O)C,reduction,NC1=C(O)C=CC2=CC=CC=C21,NC1=CC(C)=C(N)C=C1,2007/12,Anaerobic metabolism of 1-amino-2-naphthol-based azo dyes (Sudan dyes) by human intestinal microflora,10.1128/AEM.01410-07
TS0139,HGMMS,ParaRed,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)[N+](=O)[O-])O,reduction,NC1=C(O)C=CC2=CC=CC=C21,NC1=CC=C([N+]([O-])=O)C=C1,2007/12,Anaerobic metabolism of 1-amino-2-naphthol-based azo dyes (Sudan dyes) by human intestinal microflora,10.1128/AEM.01410-07
TS0140,HGMMS,ponceau BS,C1=CC=C2C(=C1)C=CC(=C2N=NC3=C(C=C(C=C3)N=NC4=CC=C(C=C4)S(=O)(=O)[O])S(=O)(=O)[O])O,unknown,NONE,NONE,2004/04,Molecular cloning overexpression purification and characterization of an aerobic FMN-dependent azoreductase from Enterococcus faecalis,10.1016/j.pep.2003.12.016
TS0141,HGMMS,ponceau S,C1=CC(=CC=C1N=NC2=CC(=C(C=C2)N=NC3=C4C=CC(=CC4=CC(=C3O)S(=O)(=O)[O])S(=O)(=O)[O])S(=O)(=O)[O])S(=O)(=O)[O],unknown,NONE,NONE,2004/04,Molecular cloning overexpression purification and characterization of an aerobic FMN-dependent azoreductase from Enterococcus faecalis,10.1016/j.pep.2003.12.016
TS0142,HGMMS,Ponceau 3R,CC1=CC(=C(C=C1C)N=NC2=C3C=CC(=CC3=CC(=C2O)S(=O)(=O)[O])S(=O)(=O)[O])C,reduction,NC1=C2C=CC(S(=O)([O])=O)=CC2=CC(S(=O)([O])=O)=C1O,CC1=CC(C)=C(N)C=C1C,1979/03,Production of a mutagen from ponceau 3R by a human intestinal anaerobe,10.1128/iai.23.3.686-689.1979
TS0143,HGMMS,Ponceau 2R,CC1=CC(=C(C=C1)N=NC2=C3C=CC(=CC3=CC(=C2O)S(=O)(=O)O)S(=O)(=O)O)C,reduction,NC1=C2C=CC(S(=O)([O])=O)=CC2=CC(S(=O)([O])=O)=C1O,CC1=CC(C)=C(N)C=C1,1979/03,Production of a mutagen from ponceau 3R by a human intestinal anaerobe,10.1128/iai.23.3.686-689.1979
TS0144,HGMMS,Trypan Blue,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)[O])S(=O)(=O)[O])N)O)C)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)[O])S(=O)(=O)[O])N)O,reduction,NC1=C(O)C2=C(N)C=C(S(=O)([O])=O)C=C2C=C1S(=O)([O])=O,CC1=C(N)C=CC(C2=CC(C)=C(N)C=C2)=C1,2008/09,The reduction of azo dyes by the intestinal microflora,10.3109/10408419209114557
TS0145,HGMMS,Direct Black 38,C1=CC=C(C=C1)N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O])S(=O)(=O)[O])N=NC4=CC=C(C=C4)C5=CC=C(C=C5)N=NC6=C(C=C(C=C6)N)N)N)O,reduction,NC1=C(C2=C(C(N)=C(C=C2C=C1S(=O)(O)=O)S(=O)(O)=O)N)O,NC1=CC=C(C2=CC=C(N)C=C2)C=C1,1982/08,Metabolism of benzidine and benzidine-congener based dyes by human monkey and rat intestinal bacteria,10.1016/s0006-291x(82)80128-9
TS0146,HGMMS,Direct Red 2,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=CC=CC=C4C(=C3)S(=O)(=O)[O])N)C)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O])N,reduction,CC1=C(N)C=CC(C2=CC(C)=C(N)C=C2)=C1,NC1=C(N)C2=CC=CC=C2C(S(=O)(O[H])=O)=C1,1982/08,Metabolism of benzidine and benzidine-congener based dyes by human monkey and rat intestinal bacteria,10.1016/s0006-291x(82)80128-9
TS0147,HGMMS,Direct Blue 15,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)[O])S(=O)(=O)[O])N)O)OC)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)[O])S(=O)(=O)[O])N)O,reduction,COC1=C(N)C=CC(C2=CC(OC)=C(N)C=C2)=C1,NC1=C(O)C2=C(N)C=C(S(=O)(O)=O)C=C2C=C1S(=O)(O)=O,1982/08,Metabolism of benzidine and benzidine-congener based dyes by human monkey and rat intestinal bacteria,10.1016/s0006-291x(82)80128-9
TS0148,HGMMS,Urolithin M-5,OC1=C(O)C(O)=C(C2=C(OC3=O)C(O)=C(O)C=C2)C3=C1,dehydroxylation,OC1=C(O)C(O)=C(C2=C(OC3=O)C=C(O)C=C2)C3=C1,NONE,2014/08,Description of urolithin production capacity from ellagic acid of two human intestinal Gordonibacter species,10.1039/c4fo00092g
TS0149,HGMMS,Ponceau 4R,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O])N=NC3=C(C=CC4=CC(=CC(=C43)S(=O)(=O)[O])S(=O)(=O)[O])O,unknown,NONE,NONE,1980/08,Reduction of sulphonated water-soluble azo dyes by micro-organisms from human faeces,10.1016/0015-6264(80)90187-x
TS0150,HGMMS,Red 2G,CC(=O)NC1=C2C(=CC(=C1)S(=O)(=O)[O])C=C(C(=C2O)N=NC3=CC=CC=C3)S(=O)(=O)[O],unknown,NONE,NONE,1970/12,The metabolism of azo compounds: a review of the literature,10.1016/s0015-6264(70)80455-2
TS0151,HGMMS,caffeic acid,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,reduction,O=C(O)CCC1=CC=C(O)C(O)=C1,O=C(O)CCC1=CC=CC(O)=C1,2006/11,Microbial metabolism of caffeic acid and its esters chlorogenic and caftaric acids by human faecal microbiota in vitro,10.1016/j.biopha.2006.07.084
TS0152,HGMMS,chlorogenic acid,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,reduction,O=C(O)CCC1=CC=C(O)C(O)=C1,O=C(O)CCC1=CC=CC(O)=C1,2006/11,Microbial metabolism of caffeic acid and its esters chlorogenic and caftaric acids by human faecal microbiota in vitro,10.1016/j.biopha.2006.07.084
TS0153,HGMMS,caftaric acid,C1=CC(=C(C=C1/C=C/C(=O)O[C@H]([C@H](C(=O)O)O)C(=O)O)O)O,reduction,O=C(O)CCC1=CC=C(O)C(O)=C1,O=C(O)CCC1=CC=CC(O)=C1,2006/11,Microbial metabolism of caffeic acid and its esters chlorogenic and caftaric acids by human faecal microbiota in vitro,10.1016/j.biopha.2006.07.084
TS0154,HGMMS,quercetin-3-rutinoside,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,hydrolysis,C1=CC(=CC(=C1)O)CC(=O)O,C1=CC(=C(C=C1CC(=O)O)O)O,2003/06,Chlorogenic acid quercetin-3-rutinoside and black tea phenols are extensively metabolized in humans,10.1093/jn/133.6.1806
TS0155,HGMMS,daidzin,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,hydrolysis,O=C1C(C=CC(O)=C2)=C2OC=C1C3=CC=C(O)C=C3,NONE,2016/08,Phytoestrogen Metabolism by Adult Human Gut Microbiota,10.3390/molecules21081034
TS0156,HGMMS,genistin,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,hydrolysis,O=C1C2=C(O)C=C(O)C=C2OC=C1C3=CC=C(O)C=C3,NONE,2016/08,Phytoestrogen Metabolism by Adult Human Gut Microbiota,10.3390/molecules21081034
TS0157,HGMMS,formononetin,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,dealkylation,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,NONE,2015/02,Bioavailability of dietary polyphenols and gut microbiota metabolism: antimicrobial properties,10.1155/2015/905215
TS0158,HGMMS,"3,5,7-TMF",O=C1C2=C(OC)C=C(OC)C=C2OC(C3=CC=CC=C3)=C1OC,dealkylation,O=C1C2=C(C=C(C=C2OC(C3=CC=CC=C3)=C1OC)O)OC,O=C1C2=C(C=C(C=C2OC(C3=CC=CC=C3)=C1O)O)O,2017/03,Demethylation of Polymethoxyflavones by Human Gut Bacterium Blautia sp. MRG-PMF1,10.1021/acs.jafc.7b00408
TS0159,HGMMS,"5,7,4'-TMF",O=C1C2=C(OC)C=C(OC)C=C2OC(C3=CC=C(OC)C=C3)=C1,dealkylation,O=C1C2=C(C=C(C=C2OC(C3=CC=C(C=C3)O)=C1)O)O,NONE,2017/03,Demethylation of Polymethoxyflavones by Human Gut Bacterium Blautia sp. MRG-PMF1,10.1021/acs.jafc.7b00408
TS0160,HGMMS,"3,5,7,4'-TMF",O=C1C2=C(OC)C=C(OC)C=C2OC(C3=CC=C(OC)C=C3)=C1OC,dealkylation,O=C1C2=C(C=C(C=C2OC(C3=CC=C(C=C3)OC)=C1OC)O)OC,O=C1C2=C(C=C(C=C2OC(C3=CC=C(C=C3)O)=C1O)O)O,2017/03,Demethylation of Polymethoxyflavones by Human Gut Bacterium Blautia sp. MRG-PMF1,10.1021/acs.jafc.7b00408
TS0161,HGMMS,"5,7,3',4'-TMF",O=C1C2=C(OC)C=C(OC)C=C2OC(C3=CC(OC)=C(OC)C=C3)=C1,dealkylation,O=C1C2=C(C=C(C=C2OC(C3=CC(OC)=C(C=C3)O)=C1)O)OC,O=C1C2=C(C=C(C=C2OC(C3=CC(O)=C(C=C3)O)=C1)O)O,2017/03,Demethylation of Polymethoxyflavones by Human Gut Bacterium Blautia sp. MRG-PMF1,10.1021/acs.jafc.7b00408
TS0162,HGMMS,"3,5,7,3',4'-PMF",O=C1C2=C(OC)C=C(OC)C=C2OC(C3=CC(OC)=C(OC)C=C3)=C1OC,dealkylation,O=C1C2=C(C=C(C=C2OC(C3=CC(OC)=C(C=C3)OC)=C1OC)O)OC,O=C1C2=C(C=C(C=C2OC(C3=CC(O)=C(C=C3)O)=C1O)O)O,2017/03,Demethylation of Polymethoxyflavones by Human Gut Bacterium Blautia sp. MRG-PMF1,10.1021/acs.jafc.7b00408
TS0163,HGMMS,5-OH-7-MF,O=C1C2=C(O)C=C(OC)C=C2OC(C3=CC=CC=C3)=C1,dealkylation,O=C1C2=C(C=C(C=C2OC(C3=CC=CC=C3)=C1)O)O,NONE,2017/03,Demethylation of Polymethoxyflavones by Human Gut Bacterium Blautia sp. MRG-PMF1,10.1021/acs.jafc.7b00408
TS0164,HGMMS,"5-OH-3,7-MF",O=C1C2=C(O)C=C(OC)C=C2OC(C3=CC=CC=C3)=C1OC,dealkylation,O=C1C2=C(C=C(C=C2OC(C3=CC=CC=C3)=C1OC)O)O,O=C1C2=C(C=C(C=C2OC(C3=CC=CC=C3)=C1O)O)O,2017/03,Demethylation of Polymethoxyflavones by Human Gut Bacterium Blautia sp. MRG-PMF1,10.1021/acs.jafc.7b00408
TS0165,HGMMS,"5-OH-7,4'-DMF",O=C1C2=C(O)C=C(OC)C=C2OC(C3=CC=C(OC)C=C3)=C1,dealkylation,O=C1C2=C(C=C(C=C2OC(C3=CC=C(C=C3)OC)=C1)O)O,O=C1C2=C(C=C(C=C2OC(C3=CC=C(C=C3)O)=C1)O)O,2017/03,Demethylation of Polymethoxyflavones by Human Gut Bacterium Blautia sp. MRG-PMF1,10.1021/acs.jafc.7b00408
TS0166,HGMMS,"5,3'-diOH-3,7,4'-TMF",O=C1C2=C(O)C=C(OC)C=C2OC(C3=CC(O)=C(OC)C=C3)=C1OC,dealkylation,O=C1C2=C(C=C(C=C2OC(C3=CC(O)=C(C=C3)OC)=C1OC)O)O,O=C1C2=C(C=C(C=C2OC(C3=CC(O)=C(C=C3)O)=C1O)O)O,2017/03,Demethylation of Polymethoxyflavones by Human Gut Bacterium Blautia sp. MRG-PMF1,10.1021/acs.jafc.7b00408
TS0167,HGMMS,"5-OH-3,7,3',4'-TMF",O=C1C2=C(O)C=C(OC)C=C2OC(C3=CC(OC)=C(OC)C=C3)=C1OC,dealkylation,O=C1C2=C(C=C(C=C2OC(C3=CC(O)=C(C=C3)OC)=C1OC)O)O,O=C1C2=C(C=C(C=C2OC(C3=CC(O)=C(C=C3)O)=C1O)O)O,2017/03,Demethylation of Polymethoxyflavones by Human Gut Bacterium Blautia sp. MRG-PMF1,10.1021/acs.jafc.7b00408
TS0168,HGMMS,syringic acid,COC1=CC(=CC(=C1O)OC)C(=O)O,dealkylation,OC1=CC(C(O)=O)=CC(O)=C1O,OC1=CC(C(O)=O)=CC(OC)=C1O,2017/03,Demethylation of Polymethoxyflavones by Human Gut Bacterium Blautia sp. MRG-PMF1,10.1021/acs.jafc.7b00408
TS0169,HGMMS,vanillic acid,COC1=C(C=CC(=C1)C(=O)O)O,dealkylation,OC1=C(O)C=CC(C(O)=O)=C1,NONE,2017/03,Demethylation of Polymethoxyflavones by Human Gut Bacterium Blautia sp. MRG-PMF1,10.1021/acs.jafc.7b00408
TS0170,HGMMS,Glycitein,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O,reduction,COC1=C(O)C=C2C(C(C(CO2)C3=CC=C(O)C=C3)=O)=C1,COC1=C(O)C=C2C(CC(CO2)C3=CC=C(O)C=C3)=C1,2016/08,Phytoestrogen Metabolism by Adult Human Gut Microbiota,10.3390/molecules21081034
TS0171,HGMMS,Glycitin,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,"hydrolysis,  reduction",COC1=C(O)C=C2C(C(C(C3=CC=C(O)C=C3)=CO2)=O)=C1,COC1=C(O)C=C2C(C(C(CO2)C3=CC=C(O)C=C3)=O)=C1,2016/08,Phytoestrogen Metabolism by Adult Human Gut Microbiota,10.3390/molecules21081034
TS0172,HGMMS,Secoisolariciresinol,COC1=C(C=CC(=C1)C[C@@H](CO)[C@@H](CC2=CC(=C(C=C2)O)OC)CO)O,dealkylation,OC1=C(O)C=CC(C[C@H]([C@H](CO)CC2=CC(O)=C(O)C=C2)CO)=C1,NONE,2016/08,Phytoestrogen Metabolism by Adult Human Gut Microbiota,10.3390/molecules21081034
TS0173,HGMMS,Secoisolariciresinol diglucoside,COC1=C(C=CC(=C1)C[C@@H](CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[C@@H](CC3=CC(=C(C=C3)O)OC)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,"hydrolysis, dealkylation",COC1=C(O)C=CC(C[C@H]([C@H](CO)CC2=CC(OC)=C(O)C=C2)CO)=C1,OC1=C(C=CC(C[C@@H](CO)[C@@H](CC2=CC(O)=C(C=C2)O)CO)=C1)O,2016/08,Phytoestrogen Metabolism by Adult Human Gut Microbiota,10.3390/molecules21081034
TS0174,HGMMS,Pinoresinol diglucoside,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O,"hydrolysis, dealkylation",COC1=C(O)C=CC([C@@H]2[C@H]3CO[C@H](C4=CC(OC)=C(O)C=C4)[C@H]3CO2)=C1,OC1=C(O)C=CC([C@@H]2[C@H]3CO[C@H](C4=CC(O)=C(O)C=C4)[C@H]3CO2)=C1,2016/08,Phytoestrogen Metabolism by Adult Human Gut Microbiota,10.3390/molecules21081034
TS0175,HGMMS,Pinoresinol,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC)O,dealkylation,OC1=C(O)C=CC([C@@H]2[C@H]3CO[C@H](C4=CC(O)=C(O)C=C4)[C@H]3CO2)=C1,NONE,2016/08,Phytoestrogen Metabolism by Adult Human Gut Microbiota,10.3390/molecules21081034
